target_field,records,feature,image_size,hog_dimension,selected_model,model,variant,val_balanced_accuracy,test_balanced_accuracy,balanced_accuracy_delta_vs_original,test_macro_f1,macro_f1_delta_vs_original,prediction_flip_rate_vs_original,n_predicted_classes_not_in_test,predicted_classes_not_in_test,seed
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,remove_bottom_band,0.5952380952380952,0.4053030303030303,0.0,0.2698412698412698,0.0,0.0,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,remove_border,0.5952380952380952,0.5128787878787878,0.10757575757575755,0.47179487179487184,0.201953601953602,0.4583333333333333,0.0,,20260813
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,time_reverse,0.5952380952380952,0.3333333333333333,-0.07196969696969696,0.16666666666666666,-0.10317460317460317,0.9583333333333334,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,original,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,log_clip,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,zscore_clip,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,amplitude_jitter,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,remove_top_band,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,remove_bottom_band,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,remove_border,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,time_reverse,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,original,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,log_clip,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,zscore_clip,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,amplitude_jitter,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,remove_top_band,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,remove_bottom_band,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,remove_border,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,time_reverse,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,original,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,log_clip,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,zscore_clip,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,amplitude_jitter,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,remove_top_band,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,remove_bottom_band,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,remove_border,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,time_reverse,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260813
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,original,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260813
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,log_clip,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260813
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,zscore_clip,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260813
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,amplitude_jitter,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260813
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,remove_top_band,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260813
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,remove_bottom_band,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260813
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,remove_border,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260813
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,time_reverse,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260813
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,original,0.07142857142857142,0.07142857142857142,0.0,0.0784313725490196,0.0,0.0,1.0,None,20260813
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,log_clip,0.07142857142857142,0.5,0.4285714285714286,0.3684210526315789,0.2899896800825593,0.875,0.0,,20260813
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,zscore_clip,0.07142857142857142,0.25,0.17857142857142858,0.21212121212121213,0.13368983957219252,0.20833333333333334,1.0,None,20260813
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,amplitude_jitter,0.07142857142857142,0.07142857142857142,0.0,0.0784313725490196,0.0,0.0,1.0,None,20260813
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,remove_top_band,0.07142857142857142,0.07142857142857142,0.0,0.0784313725490196,0.0,0.0,1.0,None,20260813
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,remove_bottom_band,0.07142857142857142,0.07142857142857142,0.0,0.0784313725490196,0.0,0.0,1.0,None,20260813
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,remove_border,0.07142857142857142,0.07142857142857142,0.0,0.08333333333333333,0.004901960784313722,0.041666666666666664,1.0,None,20260813
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,time_reverse,0.07142857142857142,0.5,0.4285714285714286,0.3684210526315789,0.2899896800825593,0.875,0.0,,20260813
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,original,0.14285714285714285,0.17857142857142858,0.0,0.17543859649122806,0.0,0.0,1.0,None,20260813
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,log_clip,0.14285714285714285,0.5,0.3214285714285714,0.3684210526315789,0.19298245614035087,0.7916666666666666,0.0,,20260813
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,zscore_clip,0.14285714285714285,0.5,0.3214285714285714,0.3333333333333333,0.15789473684210525,0.375,1.0,None,20260813
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,amplitude_jitter,0.14285714285714285,0.17857142857142858,0.0,0.17543859649122806,0.0,0.0,1.0,None,20260813
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,remove_top_band,0.14285714285714285,0.21428571428571427,0.0357142857142857,0.19047619047619047,0.015037593984962405,0.08333333333333333,1.0,None,20260813
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,remove_bottom_band,0.14285714285714285,0.17857142857142858,0.0,0.17543859649122806,0.0,0.0,1.0,None,20260813
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,remove_border,0.14285714285714285,0.5,0.3214285714285714,0.3111111111111111,0.13567251461988306,0.4583333333333333,1.0,None,20260813
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,time_reverse,0.14285714285714285,0.5,0.3214285714285714,0.3684210526315789,0.19298245614035087,0.7916666666666666,0.0,,20260813
Land type,93,hog,64,1764,extra_trees,dummy_majority,original,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,dummy_majority,log_clip,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,dummy_majority,zscore_clip,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,dummy_majority,amplitude_jitter,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,dummy_majority,remove_top_band,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,dummy_majority,remove_bottom_band,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,dummy_majority,remove_border,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,dummy_majority,time_reverse,0.25,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,extra_trees,original,0.3875,0.42857142857142855,0.0,0.27923976608187134,0.0,0.0,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,extra_trees,log_clip,0.3875,0.09523809523809523,-0.3333333333333333,0.1,-0.17923976608187134,0.875,1.0,Street/Cycling road,20260814
Land type,93,hog,64,1764,extra_trees,extra_trees,zscore_clip,0.3875,0.5523809523809523,0.12380952380952376,0.46349206349206346,0.1842522974101921,0.375,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,extra_trees,amplitude_jitter,0.3875,0.42857142857142855,0.0,0.27923976608187134,0.0,0.0,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,extra_trees,remove_top_band,0.3875,0.42857142857142855,0.0,0.27923976608187134,0.0,0.0,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,extra_trees,remove_bottom_band,0.3875,0.42857142857142855,0.0,0.27923976608187134,0.0,0.0,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,extra_trees,remove_border,0.3875,0.4523809523809524,0.023809523809523836,0.31432748538011696,0.03508771929824561,0.08333333333333333,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,extra_trees,time_reverse,0.3875,0.3333333333333333,-0.09523809523809523,0.24561403508771928,-0.03362573099415206,0.7916666666666666,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,rbf_svm,original,0.375,0.5476190476190476,0.0,0.425438596491228,0.0,0.0,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,rbf_svm,log_clip,0.375,0.3333333333333333,-0.21428571428571425,0.24561403508771928,-0.17982456140350872,0.5833333333333334,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,rbf_svm,zscore_clip,0.375,0.6666666666666666,0.11904761904761907,0.5599343185550082,0.1344957220637802,0.20833333333333334,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,rbf_svm,amplitude_jitter,0.375,0.5476190476190476,0.0,0.425438596491228,0.0,0.0,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,rbf_svm,remove_top_band,0.375,0.5476190476190476,0.0,0.425438596491228,0.0,0.0,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,rbf_svm,remove_bottom_band,0.375,0.5476190476190476,0.0,0.425438596491228,0.0,0.0,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,rbf_svm,remove_border,0.375,0.6,0.05238095238095242,0.5162393162393163,0.09080071974808829,0.25,0.0,,20260814
Land type,93,hog,64,1764,extra_trees,rbf_svm,time_reverse,0.375,0.3333333333333333,-0.21428571428571425,0.24561403508771928,-0.17982456140350872,0.5833333333333334,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,original,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,log_clip,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,zscore_clip,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,amplitude_jitter,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,remove_top_band,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,remove_bottom_band,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,remove_border,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,dummy_majority,time_reverse,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,extra_trees,original,0.4166666666666667,0.375,0.0,0.2074074074074074,0.0,0.0,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,extra_trees,log_clip,0.4166666666666667,0.3333333333333333,-0.041666666666666685,0.20952380952380953,0.0021164021164021274,0.875,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,extra_trees,zscore_clip,0.4166666666666667,0.6818181818181818,0.30681818181818177,0.6349206349206349,0.4275132275132275,0.4583333333333333,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,extra_trees,amplitude_jitter,0.4166666666666667,0.375,0.0,0.2074074074074074,0.0,0.0,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,extra_trees,remove_top_band,0.4166666666666667,0.4166666666666667,0.041666666666666685,0.26666666666666666,0.05925925925925926,0.041666666666666664,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,extra_trees,remove_bottom_band,0.4166666666666667,0.375,0.0,0.2074074074074074,0.0,0.0,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,extra_trees,remove_border,0.4166666666666667,0.4166666666666667,0.041666666666666685,0.2782608695652174,0.07085346215781,0.125,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,extra_trees,time_reverse,0.4166666666666667,0.3333333333333333,-0.041666666666666685,0.16666666666666666,-0.040740740740740744,0.9583333333333334,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,original,0.5952380952380952,0.4053030303030303,0.0,0.2698412698412698,0.0,0.0,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,log_clip,0.5952380952380952,0.3333333333333333,-0.07196969696969696,0.16666666666666666,-0.10317460317460317,0.9583333333333334,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,zscore_clip,0.5952380952380952,0.7159090909090908,0.31060606060606055,0.6170426065162907,0.3472013366750209,0.5416666666666666,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,amplitude_jitter,0.5952380952380952,0.4053030303030303,0.0,0.2698412698412698,0.0,0.0,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,remove_top_band,0.5952380952380952,0.4053030303030303,0.0,0.2648049118637354,-0.005036357977534434,0.041666666666666664,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,remove_bottom_band,0.5952380952380952,0.4053030303030303,0.0,0.2698412698412698,0.0,0.0,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,remove_border,0.5952380952380952,0.5128787878787878,0.10757575757575755,0.47179487179487184,0.201953601953602,0.4583333333333333,0.0,,20260814
Land cover,93,hog,64,1764,rbf_svm,rbf_svm,time_reverse,0.5952380952380952,0.3333333333333333,-0.07196969696969696,0.16666666666666666,-0.10317460317460317,0.9583333333333334,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,original,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,log_clip,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,zscore_clip,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,amplitude_jitter,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,remove_top_band,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,remove_bottom_band,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,remove_border,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,dummy_majority,time_reverse,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,original,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,log_clip,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,zscore_clip,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,amplitude_jitter,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,remove_top_band,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,remove_bottom_band,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,remove_border,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,extra_trees,time_reverse,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,original,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,log_clip,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,zscore_clip,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,amplitude_jitter,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,remove_top_band,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,remove_bottom_band,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,remove_border,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Utility crossing,84,hog,64,1764,dummy_majority,rbf_svm,time_reverse,0.5,0.5,0.0,0.4878048780487805,0.0,0.0,0.0,,20260814
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,original,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260814
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,log_clip,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260814
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,zscore_clip,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260814
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,amplitude_jitter,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260814
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,remove_top_band,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260814
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,remove_bottom_band,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260814
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,remove_border,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260814
Construction workers,93,hog,64,1764,dummy_majority,dummy_majority,time_reverse,0.5,0.5,0.0,0.3684210526315789,0.0,0.0,0.0,,20260814
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,original,0.14285714285714285,0.03571428571428571,0.0,0.041666666666666664,0.0,0.0,1.0,None,20260814
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,log_clip,0.14285714285714285,0.5,0.4642857142857143,0.3684210526315789,0.32675438596491224,0.9166666666666666,0.0,,20260814
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,zscore_clip,0.14285714285714285,0.2857142857142857,0.25,0.2318840579710145,0.19021739130434784,0.2916666666666667,1.0,None,20260814
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,amplitude_jitter,0.14285714285714285,0.03571428571428571,0.0,0.041666666666666664,0.0,0.0,1.0,None,20260814
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,remove_top_band,0.14285714285714285,0.07142857142857142,0.03571428571428571,0.0784313725490196,0.03676470588235294,0.041666666666666664,1.0,None,20260814
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,remove_bottom_band,0.14285714285714285,0.03571428571428571,0.0,0.041666666666666664,0.0,0.0,1.0,None,20260814
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,remove_border,0.14285714285714285,0.07142857142857142,0.03571428571428571,0.08333333333333333,0.041666666666666664,0.08333333333333333,1.0,None,20260814
Construction workers,93,hog,64,1764,dummy_majority,extra_trees,time_reverse,0.14285714285714285,0.5,0.4642857142857143,0.3684210526315789,0.32675438596491224,0.9166666666666666,0.0,,20260814
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,original,0.14285714285714285,0.17857142857142858,0.0,0.17543859649122806,0.0,0.0,1.0,None,20260814
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,log_clip,0.14285714285714285,0.5,0.3214285714285714,0.3684210526315789,0.19298245614035087,0.7916666666666666,0.0,,20260814
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,zscore_clip,0.14285714285714285,0.5,0.3214285714285714,0.3333333333333333,0.15789473684210525,0.375,1.0,None,20260814
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,amplitude_jitter,0.14285714285714285,0.17857142857142858,0.0,0.17543859649122806,0.0,0.0,1.0,None,20260814
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,remove_top_band,0.14285714285714285,0.21428571428571427,0.0357142857142857,0.19047619047619047,0.015037593984962405,0.08333333333333333,1.0,None,20260814
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,remove_bottom_band,0.14285714285714285,0.17857142857142858,0.0,0.17543859649122806,0.0,0.0,1.0,None,20260814
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,remove_border,0.14285714285714285,0.5,0.3214285714285714,0.3111111111111111,0.13567251461988306,0.4583333333333333,1.0,None,20260814
Construction workers,93,hog,64,1764,dummy_majority,rbf_svm,time_reverse,0.14285714285714285,0.5,0.3214285714285714,0.3684210526315789,0.19298245614035087,0.7916666666666666,0.0,,20260814
